customer_id,risk_score,risk_tier,decision,top_risk_factors,age,country_risk,occupation,annual_income,account_type,document_status,address_verified,pep_flag,sanctions_flag,adverse_media_flag,customer_tenure_years,digital_risk_score,fraud_history_flag,monthly_txn_count
C5173,9.76,LOW,APPROVE,No significant risk flags identified,25,Low,Salaried,4773073,Corporate,Partial,1,0,0,0,7,76,0,370
C5174,4.41,LOW,APPROVE,No significant risk flags identified,36,Low,Self Employed,4495480,Current,Partial,1,0,0,0,7,2,0,496
C5175,13.17,LOW,APPROVE,No significant risk flags identified,49,Medium,Self Employed,974963,Savings,Complete,0,0,0,0,3,71,0,151
C5176,26.33,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",36,Medium,Business,2092044,Savings,Complete,1,0,0,0,12,37,1,483
C5177,5.66,LOW,APPROVE,No significant risk flags identified,44,Low,Salaried,2271775,Savings,Complete,1,0,0,0,0,77,0,31
C5178,12.36,LOW,APPROVE,No significant risk flags identified,22,Medium,Salaried,4886687,Savings,Complete,0,0,0,0,0,45,0,287
C5179,24.88,LOW,APPROVE,No significant risk flags identified,23,Low,Salaried,4751964,Current,Complete,1,0,0,0,12,80,1,135
C5180,29.77,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Unusual income level, Fraud history present",75,Medium,Salaried,4983227,Savings,Partial,1,0,0,0,10,4,1,53
C5181,12.73,LOW,APPROVE,No significant risk flags identified,67,High,Cash Business,2006215,Savings,Complete,1,0,0,0,14,22,0,312
C5182,6.19,LOW,APPROVE,No significant risk flags identified,60,Medium,Business,1812555,Savings,Complete,1,0,0,0,5,41,0,160
C5183,13.66,LOW,APPROVE,No significant risk flags identified,50,High,Cash Business,858840,Corporate,Complete,1,0,0,0,13,56,0,99
C5184,24.78,LOW,APPROVE,No significant risk flags identified,44,Low,Student,4508102,Current,Complete,1,0,0,0,3,76,1,371
C5185,31.53,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",49,Medium,Business,536628,Current,Partial,1,0,0,0,11,45,1,271
C5186,21.53,LOW,APPROVE,No significant risk flags identified,23,Low,Student,3590891,Savings,Complete,1,0,0,0,13,25,1,40
C5187,31.35,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",19,High,Self Employed,433771,Corporate,Complete,1,0,0,0,13,14,1,84
C5188,29.15,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",57,Medium,Self Employed,3701400,Savings,Partial,1,0,0,0,3,27,1,47
C5189,4.77,LOW,APPROVE,No significant risk flags identified,49,Medium,Business,4662450,Savings,Complete,1,0,0,0,5,17,0,442
C5190,25.36,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",26,Medium,Salaried,1248146,Corporate,Complete,1,0,0,0,5,12,1,64
C5191,16.86,LOW,APPROVE,No significant risk flags identified,73,Low,Student,4225748,Corporate,Complete,1,0,0,1,1,94,0,351
C5192,16.56,LOW,APPROVE,No significant risk flags identified,71,Low,Self Employed,4449715,Savings,Complete,1,1,0,0,2,41,0,161
C5193,10.62,LOW,APPROVE,No significant risk flags identified,55,Medium,Self Employed,3503862,Savings,Partial,1,0,0,0,10,48,0,312
C5194,29.82,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",68,Low,Student,4456097,Corporate,Partial,1,0,0,0,2,46,1,101
C5195,37.31,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",18,Medium,Student,3026232,Savings,Complete,1,0,0,1,13,58,1,374
C5196,12.95,LOW,APPROVE,No significant risk flags identified,63,Medium,Salaried,3485843,Current,Complete,0,0,0,0,9,35,0,456
C5197,7.46,LOW,APPROVE,No significant risk flags identified,33,Low,Salaried,3875742,Savings,Partial,1,0,0,0,7,56,0,154
C5198,7.91,LOW,APPROVE,No significant risk flags identified,50,Medium,Salaried,2280360,Current,Complete,1,0,0,0,7,72,0,74
C5199,28.9,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",62,Low,Salaried,4075536,Corporate,Complete,1,0,0,0,10,97,1,129
C5200,22.67,LOW,APPROVE,No significant risk flags identified,23,Low,Self Employed,3721793,NRI,Complete,1,0,0,0,9,27,1,69
C5201,3.74,LOW,APPROVE,No significant risk flags identified,37,Low,Self Employed,3955674,Current,Complete,1,0,0,0,10,58,0,386
C5202,12.28,LOW,APPROVE,No significant risk flags identified,57,Medium,Salaried,1026874,Savings,Complete,0,0,0,0,7,45,0,419
C5203,85.0,HIGH,REJECT,"Overall weighted risk score elevated, Multiple compliance flags triggered, Unusual income level",57,High,Business,4731638,Savings,Complete,0,0,1,0,3,4,1,139
C5204,30.27,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Unusual income level",51,High,Business,4701498,Savings,Complete,1,0,0,0,7,51,1,381
C5205,19.6,LOW,APPROVE,No significant risk flags identified,24,Medium,Self Employed,1447976,Corporate,Partial,1,0,0,1,3,38,0,450
C5206,34.01,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",31,Medium,Salaried,422995,NRI,Complete,0,0,0,0,2,42,1,319
C5207,45.62,HIGH,EDD,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",35,Medium,Business,1682527,Current,Missing,0,0,0,1,8,14,1,179
C5208,35.14,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",70,Low,Salaried,1785711,Current,Complete,1,0,0,1,8,85,1,30
C5209,3.87,LOW,APPROVE,No significant risk flags identified,31,Low,Salaried,2335053,Savings,Complete,1,0,0,0,9,57,0,397
C5210,32.61,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",74,Medium,Salaried,3184276,Corporate,Partial,1,0,0,0,14,29,1,446
C5211,85.0,HIGH,REJECT,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",64,Medium,Self Employed,2785719,Current,Complete,1,0,1,0,15,59,0,312
C5212,12.89,LOW,APPROVE,No significant risk flags identified,30,Medium,Salaried,1882487,Savings,Partial,1,0,0,0,6,83,0,292
C5213,4.16,LOW,APPROVE,No significant risk flags identified,44,Medium,Student,2146139,Savings,Complete,1,0,0,0,1,7,0,197
C5214,32.63,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",59,High,Salaried,3956505,Current,Partial,1,0,0,0,4,22,1,470
C5215,11.45,LOW,APPROVE,No significant risk flags identified,18,High,Salaried,1963810,Savings,Complete,1,0,0,0,11,36,0,213
C5216,33.61,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",56,High,Student,1915696,NRI,Complete,1,0,0,0,13,93,1,22
C5217,12.23,LOW,APPROVE,No significant risk flags identified,74,Medium,Salaried,918440,Savings,Complete,1,0,0,0,11,98,0,296
C5218,23.78,LOW,APPROVE,No significant risk flags identified,69,High,Cash Business,3072864,NRI,Missing,1,0,0,0,11,58,0,345
C5219,27.94,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",58,Low,Cash Business,3090519,NRI,Complete,1,0,0,0,9,79,1,239
C5220,7.2,LOW,APPROVE,No significant risk flags identified,27,Low,Self Employed,4061061,Current,Partial,1,0,0,0,1,48,0,494
C5221,85.0,HIGH,REJECT,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",28,High,Salaried,2759123,Savings,Complete,1,0,1,0,4,18,1,435
C5222,32.6,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",18,Medium,Salaried,2469986,NRI,Complete,1,0,0,0,4,96,1,317
C5223,17.16,LOW,APPROVE,No significant risk flags identified,54,Medium,Cash Business,259832,Current,Missing,1,0,0,0,4,11,0,433
C5224,10.14,LOW,APPROVE,No significant risk flags identified,36,High,Self Employed,4975962,NRI,Complete,1,0,0,0,10,34,0,191
C5225,17.62,LOW,APPROVE,No significant risk flags identified,58,High,Cash Business,2618873,NRI,Complete,0,0,0,0,8,43,0,40
C5226,26.07,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",73,Low,Cash Business,464608,Savings,Complete,1,0,0,0,8,12,1,238
C5227,9.59,LOW,APPROVE,No significant risk flags identified,52,Medium,Salaried,489195,Savings,Complete,1,0,0,0,0,46,0,432
C5228,22.43,LOW,APPROVE,No significant risk flags identified,34,Low,Student,3287846,Savings,Complete,1,0,0,0,8,40,1,40
C5229,16.11,LOW,APPROVE,No significant risk flags identified,45,Low,Business,724341,Savings,Partial,1,0,0,1,11,49,0,320
C5230,26.22,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",25,Low,Student,1820226,NRI,Complete,0,0,0,0,8,0,1,151
C5231,34.99,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",63,High,Self Employed,947889,Savings,Complete,1,0,0,0,7,88,1,255
C5232,5.31,LOW,APPROVE,No significant risk flags identified,62,Low,Student,1578923,Savings,Complete,1,0,0,0,2,54,0,42
C5233,28.66,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",66,Low,Self Employed,2794951,Savings,Complete,0,0,0,0,5,26,1,110
C5234,33.18,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",48,High,Business,746920,Current,Complete,1,0,0,0,6,81,1,374
C5235,37.56,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Short customer tenure, Multiple compliance flags triggered",24,Low,Student,4683495,NRI,Partial,1,0,0,1,15,74,1,215
C5236,3.38,LOW,APPROVE,No significant risk flags identified,34,Low,Salaried,2721147,Corporate,Complete,1,0,0,0,3,32,0,469
C5237,26.56,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",74,Low,Self Employed,1694371,Current,Complete,1,0,0,0,12,72,1,154
C5238,10.17,LOW,APPROVE,No significant risk flags identified,54,Medium,Salaried,4515799,Corporate,Complete,1,0,0,0,2,94,0,52
C5239,4.98,LOW,APPROVE,No significant risk flags identified,36,Low,Salaried,796337,Current,Complete,1,0,0,0,13,63,0,362
C5240,4.93,LOW,APPROVE,No significant risk flags identified,67,Low,Student,2492793,Corporate,Complete,1,0,0,0,15,29,0,184
C5241,25.56,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Short customer tenure, Fraud history present",21,Low,Self Employed,3870178,Current,Partial,1,0,0,0,15,21,1,434
C5242,12.3,LOW,APPROVE,No significant risk flags identified,58,High,Student,4545056,Current,Complete,1,0,0,0,15,84,0,439
C5243,39.49,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",70,Medium,Cash Business,4049667,NRI,Complete,0,0,0,0,9,98,1,163
C5244,31.05,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",31,Low,Salaried,702563,Current,Missing,1,0,0,0,2,30,1,333
C5245,6.63,LOW,APPROVE,No significant risk flags identified,48,Low,Self Employed,510777,Current,Complete,1,0,0,0,12,85,0,296
C5246,23.79,LOW,APPROVE,No significant risk flags identified,69,Low,Business,4439781,Savings,Complete,1,0,0,0,4,27,1,292
C5247,38.49,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Address not verified",71,High,Business,2463185,Savings,Partial,0,0,0,0,3,0,1,459
C5248,24.68,LOW,APPROVE,No significant risk flags identified,36,Low,Business,859469,Savings,Complete,1,0,0,0,5,55,1,450
C5249,34.91,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",70,Medium,Business,547418,Current,Complete,0,0,0,0,13,46,1,341
C5250,4.05,LOW,APPROVE,No significant risk flags identified,26,Medium,Business,2223408,Savings,Complete,1,0,0,0,14,8,0,59
C5251,20.9,LOW,APPROVE,No significant risk flags identified,33,Low,Salaried,4739879,Savings,Complete,1,0,0,0,11,12,1,329
C5252,22.01,LOW,APPROVE,No significant risk flags identified,52,Low,Student,4757033,Current,Complete,1,0,0,0,4,30,1,383
C5253,35.8,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",71,Medium,Business,2216310,Current,Missing,1,0,0,0,12,33,1,268
C5254,26.88,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",19,Medium,Business,3744362,Corporate,Complete,1,0,0,0,3,6,1,27
C5255,28.07,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Address not verified",66,High,Self Employed,4405807,Current,Missing,0,0,0,0,12,99,0,216
C5256,28.43,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",43,High,Salaried,3912095,Savings,Complete,1,0,0,0,6,20,1,344
C5257,25.63,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",60,Medium,Business,3963080,Savings,Partial,0,1,0,0,13,15,0,349
C5258,24.63,LOW,APPROVE,No significant risk flags identified,48,Medium,Salaried,1053574,Current,Complete,1,0,0,0,12,0,1,451
C5259,13.78,LOW,APPROVE,No significant risk flags identified,36,Low,Salaried,3302336,Corporate,Complete,1,1,0,0,2,8,0,370
C5260,16.38,LOW,APPROVE,No significant risk flags identified,69,Low,Salaried,1259616,Savings,Missing,0,0,0,0,15,17,0,171
C5261,16.29,LOW,APPROVE,No significant risk flags identified,57,High,Student,3757432,Savings,Complete,0,0,0,0,3,70,0,124
C5262,30.58,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",42,High,Business,4700342,Savings,Complete,1,0,0,0,1,58,1,185
C5263,2.28,LOW,APPROVE,No significant risk flags identified,58,Low,Cash Business,3452381,Savings,Complete,1,0,0,0,11,2,0,212
C5264,32.88,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",69,Low,Business,1167784,Savings,Complete,0,0,0,0,2,90,1,213
C5265,30.81,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Short customer tenure, Fraud history present",32,Low,Salaried,4120300,Savings,Missing,1,0,0,0,15,42,1,447
C5266,29.63,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",60,Medium,Business,2157940,Current,Complete,1,0,0,0,12,98,1,206
C5267,30.68,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",58,Low,Salaried,2287993,Current,Complete,0,0,0,0,7,93,1,90
C5268,30.23,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",64,Low,Salaried,811016,Savings,Complete,0,0,0,0,12,35,1,346
C5269,16.36,LOW,APPROVE,No significant risk flags identified,65,Medium,Self Employed,602532,Savings,Partial,0,0,0,0,9,23,0,110
C5270,5.74,LOW,APPROVE,No significant risk flags identified,30,Low,Self Employed,2968986,Savings,Complete,1,0,0,0,13,92,0,252
C5271,4.9,LOW,APPROVE,No significant risk flags identified,39,Medium,Self Employed,572272,Savings,Complete,1,0,0,0,12,10,0,174
C5272,39.02,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",27,Low,Business,1974997,Corporate,Missing,0,0,0,0,2,76,1,345
C5273,34.16,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",26,Medium,Self Employed,2178294,Savings,Missing,1,0,0,0,9,35,1,465
C5274,13.48,LOW,APPROVE,No significant risk flags identified,32,Low,Salaried,2631442,Savings,Partial,0,0,0,0,7,71,0,221
C5275,26.55,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Short customer tenure, Fraud history present",19,Low,Self Employed,3000118,Savings,Complete,1,0,0,0,15,69,1,465
C5276,31.18,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",73,Low,Salaried,2589050,Savings,Partial,1,0,0,0,8,84,1,139
C5277,35.7,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",64,Low,Salaried,3622817,Savings,Partial,1,0,0,1,11,25,1,268
C5278,11.66,LOW,APPROVE,No significant risk flags identified,72,Low,Business,3740918,Savings,Partial,1,0,0,0,2,92,0,205
C5279,23.96,LOW,APPROVE,No significant risk flags identified,72,High,Business,2323059,Savings,Missing,1,0,0,0,0,92,0,384
C5280,35.62,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",64,High,Self Employed,962313,Savings,Complete,0,0,0,0,9,23,1,86
C5281,36.54,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",34,Low,Cash Business,3996919,Savings,Missing,1,0,0,0,0,87,1,484
C5282,31.95,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",65,Low,Student,4385681,NRI,Complete,0,0,0,0,1,63,1,274
C5283,27.5,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",49,Low,Salaried,3828916,Savings,Complete,0,0,0,0,14,39,1,232
C5284,33.92,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",66,High,Business,3390432,Current,Complete,1,0,0,0,11,80,1,154
C5285,4.79,LOW,APPROVE,No significant risk flags identified,32,Low,Cash Business,971327,Savings,Complete,1,0,0,0,3,34,0,274
C5286,36.43,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",47,Low,Cash Business,4574808,Current,Complete,1,1,0,0,6,38,1,264
C5287,37.13,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Address not verified",49,Medium,Student,3511828,Savings,Partial,0,0,0,0,13,77,1,13
C5288,26.63,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Unusual income level, Multiple compliance flags triggered",66,Low,Self Employed,4838193,Current,Complete,1,0,0,0,1,73,1,465
C5289,5.82,LOW,APPROVE,No significant risk flags identified,23,Low,Salaried,3955592,Savings,Complete,1,0,0,0,9,96,0,86
C5290,41.17,HIGH,EDD,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",59,Medium,Salaried,865883,Current,Complete,0,0,0,1,1,70,1,154
C5291,85.0,HIGH,REJECT,"Overall weighted risk score elevated, Multiple compliance flags triggered, Unusual income level",66,High,Salaried,4650384,Current,Complete,1,0,1,0,3,42,1,440
C5292,22.26,LOW,APPROVE,No significant risk flags identified,60,Low,Self Employed,1075794,Savings,Complete,1,0,0,0,9,19,1,455
C5293,24.85,LOW,APPROVE,No significant risk flags identified,35,Medium,Self Employed,3506479,Savings,Complete,1,0,0,0,6,19,1,275
C5294,8.01,LOW,APPROVE,No significant risk flags identified,75,Low,Salaried,879154,Current,Complete,0,0,0,0,4,6,0,216
C5295,85.0,HIGH,REJECT,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",27,Low,Salaried,4164800,Savings,Complete,1,0,1,1,4,53,0,385
C5296,11.05,LOW,APPROVE,No significant risk flags identified,57,Medium,Cash Business,1877631,Savings,Partial,1,0,0,0,6,18,0,331
C5297,30.56,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",29,Low,Salaried,1504596,Savings,Missing,1,0,0,0,13,36,1,226
C5298,11.45,LOW,APPROVE,No significant risk flags identified,60,High,Business,3507891,Corporate,Complete,1,0,0,0,1,57,0,38
C5299,0.12,LOW,APPROVE,No significant risk flags identified,24,Low,Self Employed,3986811,Savings,Complete,1,0,0,0,2,1,0,98
C5300,4.49,LOW,APPROVE,No significant risk flags identified,38,Low,Salaried,592546,Savings,Complete,1,0,0,0,2,71,0,52
C5301,14.59,LOW,APPROVE,No significant risk flags identified,62,High,Cash Business,2056182,Current,Complete,1,0,0,0,15,52,0,369
C5302,40.65,HIGH,EDD,"Overall weighted risk score elevated, Address not verified, Fraud history present",57,High,Self Employed,2345109,Current,Partial,0,0,0,0,9,73,1,244
C5303,85.0,HIGH,REJECT,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",22,High,Business,1550954,Savings,Complete,1,1,1,1,11,81,0,500
C5304,20.06,LOW,APPROVE,No significant risk flags identified,37,Medium,Salaried,258648,Savings,Missing,1,0,0,0,4,94,0,286
C5305,13.72,LOW,APPROVE,No significant risk flags identified,66,Medium,Cash Business,2440676,Savings,Complete,1,0,0,0,14,97,0,368
C5306,8.18,LOW,APPROVE,No significant risk flags identified,66,Low,Salaried,2714070,Current,Complete,1,0,0,0,3,96,0,436
C5307,26.22,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",63,Low,Business,3689121,Savings,Complete,1,0,0,0,6,68,1,202
C5308,23.18,LOW,APPROVE,No significant risk flags identified,52,Low,Self Employed,1572612,Savings,Complete,1,0,0,0,1,46,1,249
C5309,9.82,LOW,APPROVE,No significant risk flags identified,68,Low,Self Employed,1847469,Savings,Complete,0,0,0,0,5,44,0,125
C5310,34.72,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",56,Low,Cash Business,423427,Savings,Complete,1,0,0,1,4,45,1,324
C5311,16.32,LOW,APPROVE,No significant risk flags identified,35,Low,Business,2935303,Savings,Complete,1,1,0,0,8,65,0,465
C5312,17.36,LOW,APPROVE,No significant risk flags identified,18,Low,Cash Business,3613957,Current,Partial,0,0,0,0,13,67,0,469
C5313,3.5,LOW,APPROVE,No significant risk flags identified,71,Low,Self Employed,1516642,Savings,Complete,1,0,0,0,12,23,0,70
C5314,29.62,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",35,Medium,Salaried,2878970,Savings,Complete,0,0,0,0,4,18,1,45
C5315,27.71,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",60,Medium,Salaried,636479,NRI,Complete,1,0,0,0,5,30,1,339
C5316,0.68,LOW,APPROVE,No significant risk flags identified,32,Low,Salaried,1663785,Current,Complete,1,0,0,0,14,5,0,239
C5317,25.39,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",34,Low,Business,978267,Savings,Partial,1,0,0,0,8,20,1,72
C5318,22.74,LOW,APPROVE,No significant risk flags identified,27,Low,Salaried,4453922,Current,Complete,1,0,0,0,4,43,1,277
C5319,6.66,LOW,APPROVE,No significant risk flags identified,63,Medium,Salaried,980421,Savings,Complete,1,0,0,0,10,7,0,274
C5320,11.53,LOW,APPROVE,No significant risk flags identified,72,Low,Salaried,590900,Corporate,Complete,0,0,0,0,15,58,0,12
C5321,30.83,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",47,High,Self Employed,3303695,Current,Complete,1,0,0,0,7,58,1,443
C5322,34.27,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",69,Low,Self Employed,272219,Current,Partial,1,0,0,0,7,88,1,308
C5323,24.54,LOW,APPROVE,No significant risk flags identified,55,Low,Student,4990618,Current,Complete,1,0,0,0,0,59,1,5
C5324,24.03,LOW,APPROVE,No significant risk flags identified,55,Low,Self Employed,4585265,Savings,Complete,1,0,0,0,15,64,1,332
C5325,38.09,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",71,High,Self Employed,4197560,Corporate,Partial,1,0,0,0,14,67,1,115
C5326,31.11,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Short customer tenure, Fraud history present",68,Medium,Salaried,3962046,Current,Complete,1,0,0,0,15,93,1,45
C5327,39.11,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",50,Medium,Self Employed,2399194,Current,Complete,1,1,0,0,0,35,1,464
C5328,10.83,LOW,APPROVE,No significant risk flags identified,36,High,Salaried,3338083,Savings,Complete,1,0,0,0,12,62,0,137
C5329,42.1,HIGH,EDD,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",32,Low,Salaried,1808370,Corporate,Missing,1,0,0,1,0,59,1,386
C5330,32.61,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",35,High,Salaried,3542387,Current,Complete,1,0,0,0,0,74,1,230
C5331,26.33,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",33,Low,Student,285398,NRI,Complete,1,0,0,0,4,79,1,64
C5332,19.08,LOW,APPROVE,No significant risk flags identified,60,High,Cash Business,3643121,Savings,Complete,0,0,0,0,4,79,0,465
C5333,33.94,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",63,Medium,Cash Business,2913050,Current,Partial,0,1,0,0,7,84,0,438
C5334,33.02,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",64,Low,Business,1064994,Savings,Partial,0,0,0,0,13,29,1,111
C5335,9.81,LOW,APPROVE,No significant risk flags identified,68,Medium,Cash Business,1659490,Savings,Complete,1,0,0,0,9,27,0,435
C5336,12.52,LOW,APPROVE,No significant risk flags identified,20,Low,Salaried,4557545,Corporate,Partial,1,0,0,0,2,90,0,208
C5337,24.54,LOW,APPROVE,No significant risk flags identified,53,High,Student,1673967,Savings,Complete,0,0,0,1,0,53,0,229
C5338,23.67,LOW,APPROVE,No significant risk flags identified,41,Low,Salaried,3130608,Savings,Complete,1,0,0,0,10,60,1,86
C5339,8.72,LOW,APPROVE,No significant risk flags identified,50,High,Salaried,1514146,NRI,Complete,1,0,0,0,9,3,0,308
C5340,22.8,LOW,APPROVE,No significant risk flags identified,72,High,Salaried,4059676,Savings,Complete,1,0,0,1,15,92,0,423
C5341,34.36,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",74,Low,Salaried,1632184,Savings,Complete,1,0,0,1,4,63,1,361
C5342,4.88,LOW,APPROVE,No significant risk flags identified,70,Low,Salaried,4269430,Corporate,Complete,1,0,0,0,15,30,0,137
C5343,27.17,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",72,Low,Salaried,3099022,Savings,Complete,1,0,0,0,1,86,1,7
C5344,28.78,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",49,Medium,Student,2858366,Savings,Complete,1,0,0,0,0,66,1,346
C5345,10.21,LOW,APPROVE,No significant risk flags identified,51,Low,Cash Business,3531456,Savings,Partial,1,0,0,0,13,70,0,17
